Species,Order,Spec.syn,gen_spec,Taxa,Mass_g,Tb,Tlc,Tuc,BMR_mlO2_h,CMIN_mlO2_hC,BMR_W,Source,diet,ForStrat,Nocturnal,Climate_McN,Torpor_McN,torpor,Nconstrained,Sconstrained,Tmin,Tmedian.min,T5q.min,T10q.min,Tsd.min,Tmad.min,Tmax,Tmedian.max,T5q.max,T10q.max,Tsd.max,Tmad.max,UpperLat,LowerLat,ShapeName,Area
Canis lupus,Carnivora,Canis lupus,Canis_lupus,Mammal,45000,37.5,-20,NA,8072.402778,NA,45.09722222,RiekGeiser,VertFishScav,G,1,T,N,0,1,0,-45.8,-34.7,-42.4,-41.4,10.65691651,6.22692,42.9,25,39.065,35.9,8.863434254,11.41602,83.2795105,11.48660709,NA,3848
Lycaon pictus,Carnivora,Lycaon pictus,Lycaon_pictus,Mammal,30000,37.5,9.2,NA,5908.79,NA,33.01,RiekGeiser,VertFishScav,G,0,NA,NA,NA,0,0,1.8,12.2,2.7,3,5.854635642,6.81996,42.1,36.9,41.9,41,4.40287874,3.92889,24.45075051,-28.43441,NA,380
Procyon lotor,Carnivora,Procyon lotor,Procyon_lotor,Mammal,4400,38,20,NA,2181.313889,NA,12.18611111,RiekGeiser,Omnivore,G,1,T,N,0,0,0,-30.8,-24.8,-30.3,-30,6.944614983,7.413,38.9,32.55,37,35.9,5.702793453,4.67019,58.78243559,7.197935593,NA,802
Procyon cancrivorus,Carnivora,Procyon cancrivorus,Procyon_cancrivorus,Mammal,1160,37.6,26,NA,463.4111111,NA,2.588888889,RiekGeiser,Invertebrate,G,1,TR,N,0,0,0,-2,14.4,3.7,5.14,5.808812968,7.26474,35.4,32.3,34.6,34.1,1.706862187,1.33434,12.46330833,-34.80379843,NA,585
Ursus americanus,Carnivora,Ursus americanus,Ursus_americanus,Mammal,165000,37.5,-30,NA,15256.76667,NA,85.23333333,RiekGeiser,FruiNect,G,1,T,HIB,1,0,0,-38.5,-32.1,-36.1,-35.5,5.780582792,4.4478,41.8,23.65,34.6,33.29,7.333162869,10.15581,68.40353559,22.94303559,NA,1332
Taxidea taxus,Carnivora,Taxidea taxus,Taxidea_taxus,Mammal,9000,38,10,NA,2695.938889,NA,15.06111111,RiekGeiser,VertFishScav,G,1,T,N,0,0,0,-30.7,-26.8,-29.4,-29.1,6.914861713,2.2239,40.4,29.4,36.925,35.35,4.989161441,4.89258,60.00648478,16.89628824,NA,636
Chinchilla lanigera,Rodentia,Chinchilla lanigera,Chinchilla_lanigera,Mammal,426,34.85,22,35,234.49,NA,1.31,Bozinovic,PlantSeed,G,1,NA,NA,NA,0,0,-1.8,1.9,-1.24,-0.68,2.077257808,1.4826,24.9,24.2,24.86,24.82,1.879361594,1.03782,-29.72644614,-31.73566869,NA,5
Coendou prehensilis,Rodentia,Coendou prehensilis,Coendou_prehensilis,Mammal,3280,36.85,21.86,34,916.8777778,NA,5.122222222,Bozinovic,PlantSeed,Ar,1,TR,N,0,0,0,1.8,13.6,7.8,8.8,3.869769154,4.15128,35.1,32.3,34.1,33.5,3.178308119,1.03782,11.46396637,-27.95818554,NA,481
Dipodomys agilis,Rodentia,Dipodomys agilis,Dipodomys_agilis,Mammal,61,37.15,26,36,63.64444444,NA,0.355555556,Bozinovic,Omnivore,G,1,T,N,0,0,0,-7.9,0.5,-6.28,-5.52,3.001427351,1.4826,37.8,32.3,37.14,36.9,5.427035144,5.48562,36.33535151,33.90421901,NA,47
Rattus rattus,Rodentia,Rattus rattus,Rattus_rattus,Mammal,225,38.15,26.25,33,167.5638889,NA,0.936111111,Bozinovic,Omnivore,G,1,W,N,0,0,1,-40.5,-6.3,-29.7,-25.58,12.61637559,11.1195,42.9,32,41.1,37.88,4.959748568,1.77912,61.72042101,-34.8398287,NA,2113
Carduelis tristis,Passeriformes,Carduelis tristis,Carduelis_tristis,Bird,14.5,39.6,19.5,NA,67.4,2.32,0.302777778,Canterbury,PlantSeed,NA,0,T,N,0,0,0,-28.2,-25.9,-27.5,-27.2,6.443753364,1.63086,39.7,31.5,37.1,36.09,5.942725922,6.22692,57.36407471,18.5927124,Carduelis_tristis_22720407,842
Mniotilta varia,Passeriformes,Mniotilta varia,Mniotilta_varia,Bird,8.2,39,29.6,NA,22.6,0.97,0.12727,Canterbury,Invertebrate,NA,0,NA,NA,NA,0,0,-33,-28.4,-32.3,-32,7.191924024,3.85476,37.8,32.9,36.2,35.6,6.475600392,3.40998,65.03729248,-7.664611817,Mniotilta_varia_22721758,885
Spizella passerina,Passeriformes,Spizella passerina,Spizella_passerina,Bird,11.9,40.8,25.9,NA,34.5,1.67,0.194444444,Canterbury,PlantSeed,NA,0,T,N,0,0,0,-35.4,-31.9,-34.5,-34.3,4.538706036,3.26172,37.9,26.6,35.5,34.14,7.336019747,9.6369,66.23931885,9.859680176,Spizella_passerina_22721162,1097
Geothlypis trichas,Passeriformes,Geothlypis trichas,Geothlypis_trichas,Bird,10.6,41,32,NA,30.9,0.93,0.17622,Canterbury,Invertebrate,NA,0,NA,NA,NA,0,0,-34.1,-29.1,-33,-32.1,4.715821588,1.4826,37.8,31.6,36.1,35.4,7.526803447,5.9304,65.84112549,3.903686524,Geothlypis_trichas_22721836,1045
Sayornis phoebe,Passeriformes,Sayornis phoebe,Sayornis_phoebe,Bird,21.6,41.2,26.2,NA,61.6,2.57,0.344444444,Canterbury,Invertebrate,NA,0,T,N,0,0,0,-34.8,-29.1,-34.4,-34.26,7.516035888,7.413,40.1,26.5,35.1,33.2,5.97826199,7.85778,65.21490479,17.55212402,Sayornis_phoebe_22699886,805
Passerella iliaca,Passeriformes,Passerella iliaca,Passerella_iliaca,Bird,30.7,41.3,19,NA,66.9,2.11,NA,Canterbury,Omnivore,NA,0,NA,NA,NA,0,0,-39,-31.6,-36.5,-36,5.423450677,4.29954,41.7,22.4,37.7,35.86,8.564590022,10.82298,70.63909912,25.60968018,Passerella_iliaca_22721052,1385
Ammodramus savannarum,Passeriformes,Ammodramus savannarum,Ammodramus_savannarum,Bird,13.8,25.3,25,NA,31.9,1.99,0.177777778,Canterbury,Invertebrate,NA,0,T,N,0,0,0,-25.8,-17.4,-24.2,-23.78,9.476655522,6.81996,37.8,32.9,36.6,35.78,3.787698289,2.52042,51.58392334,3.30847168,Ammodramus_savannarum_22721144,693
Vermivora celata,Passeriformes,Vermivora celata,Vermivora_celata,Bird,9.3,39.9,25,NA,26.6,1.15,0.151745,Canterbury,Invertebrate,NA,0,NA,NA,NA,0,0,-37.8,-31.7,-34.5,-34,3.978368335,2.81694,37.8,21.8,35.6,34.8,8.112075189,9.6369,68.99487305,14.25750732,Vermivora_celata_22721624,1311
Dendroica palmarum,Passeriformes,Dendroica palmarum,Dendroica_palmarum,Bird,9.8,40.9,25.5,NA,27.9,1.16,0.155555556,Canterbury,Invertebrate,NA,0,T,N,0,0,0,-33.4,-30.3,-32.9,-32.7,5.328537211,3.26172,36.9,29.5,33.735,33.1,5.247994976,5.33736,65.14550781,8.318908692,Dendroica_palmarum_22721731,874
Dendroica pinus,Passeriformes,Dendroica pinus,Dendroica_pinus,Bird,12,40.3,23.9,NA,32.4,1.73,0.177777778,Canterbury,Invertebrate,NA,0,T,N,0,0,0,-27.2,-20.4,-26.5,-24.6,6.163040155,3.7065,36.6,32.2,34.3,33.54,2.346906596,0.88956,52.12091064,17.6060791,Dendroica_pinus_22721719,387
Passerculus sandwichensis,Passeriformes,Passerculus sandwichensis,Passerculus_sandwichensis,Bird,15.9,39.8,21,NA,40.2,1.94,0.222222222,Canterbury,Omnivore,NA,0,T,N,0,0,0,-40,-31.4,-38.9,-37.6,8.271050561,4.74432,37.8,21.8,35.6,34.9,8.43941294,10.67472,71.39068603,15.64569092,Passerculus_sandwichensis_22721110,1453
Melospiza melodia,Passeriformes,Melospiza melodia,Melospiza_melodia,Bird,19.1,40.9,23,NA,45.5,2.46,0.25,Canterbury,Omnivore,NA,0,T,N,0,0,0,-34.9,-27.15,-34.1,-33.2,9.184732451,6.89409,40.7,22.1,34.8,33,8.016909157,10.52646,62.5703125,18.98571777,Melospiza_melodia_22721058,1388
Melospiza georgiana,Passeriformes,Melospiza georgiana,Melospiza_georgiana,Bird,14.9,39.7,25,NA,38.1,2.07,0.211111111,Canterbury,Omnivore,NA,0,T,N,0,0,0,-35.1,-31.5,-34.8,-34.6,5.613214221,4.29954,40.6,25.8,34.165,32.9,6.057211643,8.8956,66.72167969,17.92388916,Melospiza_georgiana_22721070,928
Pooecetes gramineus,Passeriformes,Pooecetes gramineus,Pooecetes_gramineus,Bird,21.5,39.5,22.9,NA,49,2.37,0.27412,Canterbury,Omnivore,NA,0,NA,NA,NA,0,0,-30.9,-25.5,-30,-29.6,5.812822882,2.52042,37.5,31.6,35.6,34.6,4.099067354,3.55824,61.61352539,15.9810791,Pooecetes_gramineus_22721188,776
Zonotrichia leucophrys,Passeriformes,Zonotrichia leucophrys,Zonotrichia_leucophrys,Bird,28.6,40.9,22.7,NA,68.7,3.58,0.336111111,Canterbury,PlantSeed,NA,0,T,N,0,0,0,-40,-31.8,-38.885,-37.6,5.504982939,4.89258,39.8,22.4,34.885,33.4,7.991819333,10.82298,70.63909912,19.1585083,Zonotrichia_leucophrys_22721088,1364
Dendroica coronata,Passeriformes,Dendroica coronata,Dendroica_coronata,Bird,11.5,40.5,23,NA,33.8,1.76,0.188888889,Canterbury,Invertebrate,NA,0,T,N,0,0,0,-36.6,-31.6,-35.8,-35.1,5.108348294,3.40998,37.8,24.3,35.7,34.9,8.438392242,12.15732,69.22528076,5.657104492,Dendroica_coronata_22721676,1344
